,File,Folder
16,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Dec\S_S_Dec 5,6,7,8,9.pdf",motel
17,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S _S_Nov 14,15,16,17.pdf",motel
18,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S _S_Nov 7,8.pdf",motel
19,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Non 22.pdf,motel
20,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 1.pdf,motel
21,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 1.png,motel
22,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 11,12,13.pdf",motel
23,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 18.pdf,motel
24,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 19.pdf,motel
25,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 2,3.pdf",motel
26,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 20.pdf,motel
27,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 21.pdf,motel
28,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 23.pdf,motel
29,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 24.pdf,motel
30,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 27.pdf,motel
31,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 28,29,30.pdf",motel
32,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 4,5,6.pdf",motel
33,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\S_S_Nov 9,10.pdf",motel
34,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Nov\Xerox Scan_11292022145207.pdf,motel
35,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S Oct 1,2.pdf",motel
36,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 11,12,13.pdf",motel
37,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 14,15,16,17.pdf",motel
38,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 18,19.pdf",motel
39,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 20.pdf,motel
40,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 21.pdf,motel
41,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 22.pdf,motel
42,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 23.pdf,motel
43,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 24.pdf,motel
44,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 25.pdf,motel
45,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 26,27.pdf",motel
46,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 28,29,30,31.pdf",motel
47,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 3,4,5.pdf",motel
48,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 4 note for Key Deposit.pdf,motel
49,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 6,7.pdf",motel
50,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Oct\S_S_Oct 8,9,10.pdf",motel
51,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 14,15_Scan Sep 16, 2022 at 3.51 PM-2.pdf",motel
52,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 16,17,18,19.pdf",motel
53,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 20,21,22.pdf",motel
54,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 23,24,25.pdf",motel
55,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 26.pdf,motel
56,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\Sand _ Sage\Scanned Reservations Sheets\Sept\S_S Sep 27,28.pdf",motel
57,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Fax East Colfax Redevelopment LLC\Billboard Payment.pdf,motel
58,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Fax East Colfax Redevelopment LLC\Habitat Metro_Hardware Motels.pdf,motel
59,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Dec\West_Dec 1,2,3,4.pdf",motel
60,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Dec\West_Dec 10,11,12.pdf",motel
61,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Dec\West_Dec 5,6,7,8,9.pdf",motel
62,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Dec\West_Dec13,14.pdf",motel
63,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West Nov 24.pdf,motel
64,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West Nov 4,5,6.pdf",motel
65,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West Nov 7,8.pdf",motel
66,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 1.png,motel
67,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 11,12,13.pdf",motel
68,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 13,.....15,16,17.pdf",motel
69,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 2,3.pdf",motel
70,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 21.pdf,motel
71,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 23.pdf,motel
72,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 25.pdf,motel
73,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 26.pdf,motel
74,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 27.pdf,motel
75,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov 9.pdf,motel
76,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov13. 15,16,17.pdf",motel
77,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov18.pdf,motel
78,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov19.pdf,motel
79,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov20.pdf,motel
80,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov22.pdf,motel
81,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Nov\West_Nov28,29,30.pdf",motel
82,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\Monica_s Notes_10_11_22- Motel Cash Notes.docx,motel
83,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 1,2.pdf",motel
84,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 11,12,13.pdf",motel
85,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 14,15,16,17.pdf",motel
86,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 18,19.pdf",motel
87,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 20.pdf,motel
88,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 21.pdf,motel
89,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 22.pdf,motel
90,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 23.pdf,motel
91,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 24.pdf,motel
92,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 25.pdf,motel
93,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 26,27(1).pdf",motel
94,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 26,27.pdf",motel
95,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 28,29,30,31.pdf",motel
96,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 3,4,5.pdf",motel
97,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 6,7.pdf",motel
98,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Oct\West_Oct 8,9,10.pdf",motel
99,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_SEp 14,15.pdf",motel
100,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 16,17,18,19.pdf",motel
101,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 20,21,22.pdf",motel
102,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 23,24,25.pdf",motel
103,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 26.pdf,motel
104,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 27,28.pdf",motel
105,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\Scanned Reservations Sheeets\Sept\West_Sep 29,30- Oct 1,2.pdf",motel
106,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Accounting\The Westerner\The Westerner Booking-Reservations Transactions\The Westerner Reservation Transactions.xlsx,motel
107,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Bank Activities\2022 Motels BANK Transactions\2022 Motels Bank Activities.xlsx,motel
108,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Bank Activities\Credit Cards Terminals_ Statements\Sept.pdf,motel
109,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\CC Statments\Xerox Scan_01092023143824.pdf,motel
110,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\CC Statments\Xerox Scan_12022022122000.pdf,motel
111,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\BEAUXSimone Counsulting.pdf,motel
112,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Cenco_Roof Repair.pdf,motel
113,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\CHFA Invoice.pdf,motel
114,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\CHFA(1).pdf,motel
115,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\CHFA.pdf,motel
116,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Cinco Roofing.pdf,motel
117,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Daniel Kim.pdf,motel
118,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Denise Marfil(1).pdf,motel
119,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Denise Marfil.pdf,motel
120,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\document-1e66866ad5337955eb25a6c339a764b65a4e2876.pdf,motel
121,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\FirstBank CC payment.pdf,motel
122,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\GD Elect.pdf,motel
123,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\GD Electric_Motel Glass.pdf,motel
124,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\HD_CC.pdf,motel
125,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Istbank CC Payoff payment statment.pdf,motel
126,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\LCFC.pdf,motel
127,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Motel Window repair_Jesse Rinker .xlsx,motel
128,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Otten Johnson(1).pdf,motel
129,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Otten Johnson.PDF,motel
130,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\The Fax(1).pdf,motel
131,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\The Fax.pdf,motel
132,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Window Purchase _Lowe_s.png,motel
133,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Window Replacment_Jessie Rinker.pdf,motel
134,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Dec\Xerox Scan_01052023102508.pdf,motel
135,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\CHFA Dec Invoice.pdf,motel
136,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\CLUB MANAGER JEREMY HINES.pdf,motel
137,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Give us feedback_@ survey.walmart.com.pdf,motel
138,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\HD Refund.pdf,motel
139,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Maid Service Invoice 111422.pdf,motel
140,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Maid Service Invoice 111722.pdf,motel
141,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Nov_Homedepot Motels.pdf,motel
142,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Scan Dec 5, 2022 at 7.36 AM.pdf",motel
143,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Scan Nov 30, 2022 at 2.27 PM(1).pdf",motel
144,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Scan Nov 30, 2022 at 2.27 PM(2).pdf",motel
145,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Scan Nov 30, 2022 at 2.27 PM.pdf",motel
146,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Xerox Scan_01032023143109.pdf,motel
147,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Xerox Scan_12062022124347.pdf,motel
148,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Xerox Scan_12092022125835.pdf,motel
149,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Nov\Xerox Scan_12142022124951.pdf,motel
150,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\CC_Homedepot_Motel.pdf,motel
151,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\Crigslist_Invoice+payment.pdf,motel
152,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\How doers(1).pdf,motel
153,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\How doers.pdf,motel
154,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\Motel CC statments.pdf,motel
155,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\S_S Motel Oct_Saving Account.pdf,motel
156,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\Tunde Shodipo-Fax Reimbursement Form.xlsx,motel
157,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\Urban Land Istitute_Motel.png,motel
158,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\West. Motel_Oct Saving.pdf,motel
159,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\WM_DirectInvoice.aspx.pdf,motel
160,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\Xerox Scan_11302022155023.pdf,motel
161,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\Xerox Scan_11302022155039.pdf,motel
162,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\CHFA Nov Payment copy.pdf,motel
163,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Denise Marfil Oct Reimbursement Check Copy.pdf,motel
164,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Fax PM check.pdf,motel
165,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\LCFC Nov Interest Check Copy.pdf,motel
166,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Screen Shot 2022-11-14 at 10.51.57 AM.png,motel
167,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\cc_HomedepotMotel Hardware.pdf,motel
